sentence,label
A-Rehu의 관리 이사인 Jouko Lahtinen에 따르면, 이 프로젝트는 비용을 안정시키고 공급 보안을 개선할 것이라고 합니다.,positive
CEO 마티 카르피넨에 따르면, 프로즌 푸드는 2009년과 마찬가지로 2010년에도 좋은 결과를 올렸다.,positive
바이킹 라인의 Nils-Erik Eklund 상무이사에 따르면, 이 회사의 이사회는 바이킹 라인의 성과에 매우 만족하고 있다고 한다.,positive
운영 효율성을 개선하고 운영을 조정하기 위한 조치들은 연간 약 450만 유로의 영구적 비용 절감을 제공할 것으로 기대되며, 2010년 상반기 동안 대부분 영향을 받을 것이다.,positive
동시에 상트페테르부르크에 슈톡만 넵스키 센터가 문을 열면서 러시아에서의 판매 발전도 활발해졌다.,positive
무선 및 GPS 기술 회사인 베네본은 카푸터에 TWIG 내비게이션 플랫폼과 GPS 위성 내비게이션, 음성 안내 서비스를 제공할 예정이다.,positive
바이오히트와 VWR는 VWR의 주력 공급사 중 하나인 미국에서 수년간 긴밀한 협력 관계를 유지해 왔다.,positive
이러한 심층적인 도메인 전문 지식을 애플리케이션 서비스 관리 ASM 및 아웃소싱 서비스 오퍼링과 결합하는 것은 이제 성공적인 조합임이 입증되었습니다.,positive
예상대로 수요가 활발했고 수주 수준도 높은 수준을 유지하고 있다.,positive
지난 10년 동안 포스코는 비핵심 자산을 점차 처분하고 캘리포니아에 본사를 둔 피트니스 프로덕츠 인터내셔널과 야구 및 소프트볼 피칭 머신의 선두 업체인 네바다에 본사를 둔 ATEC를 포함한 여러 스포츠 용품 제조업체를 인수했다.,positive
에스푼 카우펑키는 개인 케어 제품에 대한 계약을 체결했다.,positive
수출은 순매출의 65.4%를 차지해 회사 사상 최대 실적을 기록했다.,positive
핀란드 포이리에너지가 리투아니아 제2의 도시 카우나스의 새 열병합발전소 건설사에 자문하고 건설 과정을 감독하는 계약을 따냈다.,positive
핀란드 건설회사 YIT Oyj는 2007년 11월 13일 현지 부동산 회사인 Tapiola 부동산 Oy의 새 사옥을 건설하는 70mln 유로 102.8mln에 수주했다고 밝혔다.,positive
2005년 카고텍의 순매출액은 23억 유로를 넘어섰다.,neutral
2006년, 코네는 에이커 야드로부터 2009년에 완공될 예정인 첫 번째 제네시스 유람선에 43대의 맞춤형 엘리베이터를 공급하라는 주문을 받았다.,positive
벽난로 수출 외에도 안감석 수요가 연초 수준을 넘어섰고 남은 기간에도 뚜렷한 차돌 호조를 이어갈 것으로 보인다.,positive
Kalmar는 러프 터레인 컨테이너 핸들러 RTCH를 공급하는 새로운 5년 계약을 체결했습니다.,positive
인도의 주요 사업자가 사용하고 있는 중재 및 프로비저닝 솔루션에 대한 상당한 장기 주문을 인도 내 주요 사업자가 받았습니다.,positive
Kari Inkinen 전무는 Sponda의 임대 사업이 매우 유리하게 발전했다고 말합니다.,positive
영업에 따른 순현금흐름이 플러스 수준을 유지할 것으로 전망된다.,positive
이 가격 중 케스코의 주식은 10mln 유로 15.5mln이며, 2008년 2분기 결과에 포함될 처분액에서 4.0mln 유로 6.2mln의 상승을 인정하게 된다.,positive
올비는 올해 들어 6월까지 높은 수치를 기록했다.,positive
영업이익은 2006년 EUR 457.2mn에서 579.8mn으로 27% 향상되었다.,positive
우리의 표준화된 서비스는 이텔라뿐만 아니라 고객들 사이에서도 긍정적인 반응을 얻고 있습니다.,positive
2009년 하반기 실적은 기대치를 웃돌았다.,positive
폰세는 2010년 산림기계 시장이 전년 대비 예상보다 개선될 것으로 전망하고 있다.,positive
리투아니아 제2의 도시 카우나스에 본사를 둔 라구티스는 지난해 매출이 22.3% 증가한 3640만 리터를 기록했다.,positive
레이시오가 글리스텐을 인수하는 것은 두 회사 모두에게 ''윈윈''한 거래라고 영국의 과자회사 회장이 오늘 2월 10일 저스트푸드와의 인터뷰에서 말했다.,positive
Stora Enso는 Bergvik의 지분 43%를 소유하고 있으며, 따라서 가치 상승으로 1.5억 크로네를 벌어들입니다.,positive
탈비바라는 또한 연말 전에 현금흐름을 긍정적으로 전환한다는 가정을 유지하고 있다.,positive
수요의 개선과 우리가 한 조정 덕분에, 크라모의 함대의 이용률은 상당히 향상되었다.'',positive
이번 인수로 터키 내 크롬광석 자원 접근성이 개선될 전망이다.,positive
이는 루키건설이 2009년부터 매년 300만 유로 이상의 영업이익을 4.1m 이상 올리는 것을 목표로 하고 있다.,positive
회사는 스포츠 용품에 대한 수요의 추세가 2006년에도 꾸준할 것으로 추산하고 있다고 말했다.,positive
예상 시너지 혜택은 연간 최소 7백만 유로입니다.,positive
그 목표는 인수로 보완될 수 있는 유기적인 성장을 통해 달성될 것이다.,neutral
그룹의 사업은 스포츠의 광범위한 포트폴리오와 모든 주요 시장에서의 입지에 의해 균형을 이룬다.,positive
그룹의 사업은 스포츠의 광범위한 포트폴리오와 모든 주요 시장에서의 입지에 의해 균형을 이룬다.,neutral
계획된 조치의 목표는 향후 몇 년 안에 상당한 절약을 달성하는 것입니다.,positive
재구축은 기계의 성능과 제품 품질을 향상시키기 위해 설계되었습니다.,positive
이번 거래는 루키 회장이 올 4분기 중 인지할 수익에 약 유로2m의 긍정적인 영향을 미칠 것으로 보인다.,positive
상황이 정상화되면 특히 상트페테르부르크와 모스크바에서 분양 물량을 늘릴 수 있게 된다.,positive
` 이것은 델리 지하철에 159개의 엘리베이터가 성공적으로 설치된 것을 반복하는 명령입니다,'라고 코네의 대변인은 톰슨 파이낸셜 뉴스에 말했다.,positive
`` 핀에어의 인터넷(영업) 담당자인 미코 투오마이넨은 고객들이 원하는 모든 서비스를 한 곳에서 예약할 수 있게 됐다고 말했다.,positive
`` Stonesoft는 IPv6의 미래에 큰 가능성을 봅니다.,positive
`` 그 연합된 활동이 주주들에게 가치를 창출하고 직원과 고객에게 좋을 것입니다.,positive
`` 스포츠·레저 시장의 흐름이 첫 달 호조를 보였다.,positive
`` R&D에 적극적으로 집중하고 포인트 솔루션에서 벗어나 역동적인 엔드 투 엔드 솔루션에 제품을 포지셔닝했습니다.라고 Ervio는 말했다.,positive
2011년 2월 16일 - 핀란드 산업 기계 회사 Metso Oyj (HEL : MEO1V)는 오늘 캐나다의 광산 회사인 Northland Resources (OSL : NAUR) (TSE : NAU)에 광물 처리 장비와 기초 엔지니어링을 제공할 것이라고 밝혔다.,positive
2011년 1월 27일 - 핀란드 IT 솔루션 공급업체 Affecto Oyj(헬 : AFE1V)는 오늘 국영 리투아니아 사회 보험 기관(SODRA)으로부터 .2m ($1.6m)의 계약을 체결했다고 밝혔습니다.,positive
핀란드 연금보험사 바르마(Varma)에 따르면 바르마는 핀란드에서 경쟁입찰 중인 소득관련 연금보험 수익의 3분의 2 이상을 받았다.,positive
핀란드 건설 그룹인 레밍크+아이넨은 리투아니아 교통국으로부터 두 건의 도로 건설 계약을 따냈다.,positive
핀란드 건설그룹 YIT가 독일 뮌헨에 위치한 자동차협회 ADAC의 새 본사에 냉난방시스템 설치 계약을 따냈다.,positive
핀란드의 플렉시블 패키징 제조업체인 Suominen Corporation은 2008년 1분기 순매출이 54.5 mn이라고 발표했다.,positive
핀란드 산림기계 제조업체 폰세가 볼보와 중남미 협력 시작에 합의했다.,positive
핀란드 메소 제지가 말레이시아 사바에 위치한 사바 포레스트 인더스트리(SFI) 펄프 공장의 재건을 위한 계약을 체결했다.,positive
핀란드 메소제지가 중국 MCC 제지 인허에 코팅되지 않은 미세지 기계를 공급하는 사업을 수주했다.,positive
핀란드 아웃오쿰푸 테크놀로지는 몇 가지 새로운 연삭 기술 계약을 수주했다.,positive
핀란드 라우타루키(Rautaruuki)가 스웨덴 예테보리에 있는 파르티할스프+르빈델센 교량의 강철 상부구조물 공급 및 설치 계약을 체결했다.,positive
Lule+_ 지자체는 YIT에 총 면적이 140,000평방미터에 달하는 약 1/3의 재산을 관리하는 2년 계약을 체결했다.,positive
세인트루이스에 문을 여는 쇼핑센터. 2010년 11월 러시아 상트페테르부르크는 핀란드 백화점 체인 스토크만의 러시아 사업 현금흐름을 2011년 처음으로 긍정적으로 전환한다.,positive
Matti Tikkakoski의 사장 겸 CEO에 따르면, 이 회사의 스웨덴 사업부는 1/4분기에 크게 개선되었다.,positive
카이 텔란 CEO에 따르면, 그 회사의 신문들은 최고의 재무 결과를 달성했다고 합니다.,positive
케스코에 따르면 이 회사는 2006년 뉴욕시와 건물의 임대, 재정착, 120개의 객실을 수용할 수 있는 5성급 호텔 힐튼의 건설에 합의했다.,positive
노르딕 금융그룹 노르데아의 애널리스트 사미 사르카미스에 따르면 이는 노키아의 포트폴리오를 다시 경쟁력 있게 만들었다.,positive
링맨에 따르면 핀란드 제지회사들은 종이 재활용에 대한 노하우와 역량을 습득했고, 이는 성공적인 전략으로 판명되었다.,positive
슈마르딘에 따르면 노르데아는 다른 연기금 제공자들로부터 고객들을 끌어들이기 위해 노력할 것이라고 한다.,positive
에스토니아 노르데아은행 총재 바후르 크라프트에 따르면 노르데아 핀란드와 스토크만이 10년 넘게 협력하고 있다.,positive
캐나다 아다낙 몰리브덴은 캐나다 브리티시컬럼비아주 몰리브덴 프로젝트의 연삭 기술을, 카자흐스탄 샬키야 아연은 카자흐스탄 샬키야 아연납 프로젝트의 연삭 기술을 수주했다.,positive
라이시오의 모든 사업부는 영업이익을 기록했다.,positive
프랑스 텔레콤은 오렌지 고객 중 15명이 2008년 말까지 이 서비스를 이용할 수 있을 것으로 기대하고 있다.,neutral
그리고 이 중개인은 현재의 구조조정이 2007년 유럽에서의 실적 개선으로 이어질 것이라는 기대감에 따라 '매수' 등급을 반복했다.,positive
로비사 공장의 총지배인인 아르보 부오렌마 씨는 새로운 허가 신청은 표준적인 절차이며 승인에 대해 매우 자신 있다고 말했다.,positive
국내 기업으로서 베스트인은 이미 핀란드 견주들과 친밀한 관계를 유지하고 있다.,positive
BasWare의 CEO Ilkka Sihvo는 중간보고서와 함께 다음과 같이 언급하였다. BasWare는 전체적으로 2007년 2분기에 성공을 거두었다.,positive
영업활동 현금흐름은 긍정적일 것으로 추정된다.,positive
시온은 이번 매각으로 영국 사업부가 수익성을 회복할 것이라고 밝혔다.,positive
씨티그룹(NYSE : C)은 자사의 글로벌 트랜잭션 서비스(GTS) 사업이 핀란드에 본사를 둔 포흐욜라 은행 그룹으로부터 새로운 권한을 부여받았다고 발표했다.,positive
동적 운영 지원 시스템(OSS) 소프트웨어 공급업체인 Comptel은 Orascom Telecom (OTH)에 의해 모바일 서비스 프로비저닝 및 활성화 솔루션 파트너로 선정되었습니다.,positive
백화점 매출은 EUR 1,070.6 mn으로 14% 향상되었습니다.,positive
DMASIA-16 2006년 8월-Benefon은 ASMobile -_2006 Digitalmediaasia.com & DMA Ltd를 통해 제조 능력을 확장했습니다.,positive
핀란드 국영 항공사인 핀에어(Finair PLC)는 2005년 850만명의 승객을 수송해 전년 대비 4.5% 증가했다고 20일(현지시간) 밝혔다.,positive
핀란드 국영 항공사인 핀에어는 2006년 880만 명의 승객을 수송했으며 이는 전년 대비 3.5% 증가한 수치다.,positive
핀란드 컨설팅 및 엔지니어링 그룹 포이리(Poyry Plc, OMX 헬싱키: POY)는 탄키아 디바 FZC로부터 아랍에미리트 후자이라 토후지라 토후지 디바의 폐수 시스템 소유 엔지니어로 계약을 체결했다고 수요일 (10월 1일) 밝혔다.,positive
핀란드의 금융 솔루션 개발업체인 바스웨어 코퍼레이션(Basware Corporation, OMX 헬싱키 BAS1V)은 화요일 (9월 23일) 미국의 대형 엔지니어링, 건설 및 기술 서비스 기관에 완전한 Invoice Automation 솔루션을 제공할 것이라고 밝혔다.,positive
핀란드의 핸들링 시스템 회사인 카고텍 오이(Cargotec Oyj)는 노르웨이의 선박 소유주인 그리그 시핑이 발주한 선박용 맥그리거 해치 커버를 납품하는 1300만 유로(약 16.6m)의 계약을 체결했다고 오늘 밝혔다.,positive
핀란드 사업자인 엘리사와 아케르 야드는 엘리사가 핀란드의 아케르 야드에 필요한 모든 음성 및 데이터 서비스를 제공하는 장기 서비스 계약을 체결했다.,positive
2008년 7월 7일 핀란드의 철강 제조업체 라우타루키 오이는 스웨덴 서부 예테보리에 있는 파르티할스포르빈델센 교량 프로젝트의 강철 상부 구조물을 공급 및 설치하는 9.0mln ($14.1mln) 계약을 체결했다고 밝혔다.,positive
피스카르는 피스카르, 이탈라, 게르베르, 실바, 버스터 등 강력한 국제 브랜드 포트폴리오를 보유하고 있다.,positive
Teleste에게 이번 인수는 오랫동안 자리를 지켜온 중요한 제품 공급 업체였던 시장의 서비스 사업 진출을 의미한다.,positive
다겐스 인더스트리(Dagens Industri)의 스토라 엔소(Stora Enso)에 대한 어제의 강세 분석가 발언에 힘입어 산림산업도 상승했다고 딜러들이 밝혔다.,positive
더군다나, 이전에 시작된 효율성 개선 조치가 이제 결실을 맺고 있습니다,라고 CEO인 얀 랑은 말했다.,positive
글로벌 뱅킹 뉴스 - 2010년 9월 28일 Tieto Corporation과 Pohjola Bank(PINK : POJLF)는 SWIFT 서비스에 대해 협력할 예정입니다.,positive
허스트는 구매 후 러시아 언론 광고 시장의 약 20%를 통합할 수 있을 것이다.,positive
헬싱키 지역 소비자 중 40% 이상인 헬싱키 유우티셋, 반타안 사노마트, 란시바일라는 약 385,000명의 독자를 보유하고 있다.,positive
헬싱키 (AFX) - Metso는 Jaemsenkoski에 있는 후자의 제분소에서 새로운 코팅 색상 공급 시스템, 기계 및 공정 제어 및 품질 측정으로 UPM-Kymmene의 4가지 종이 기계 중 하나를 업그레이드할 것이라고 말했다.,positive
다만 심닥스는 40여개국에 마케팅 허가를 받거나 신청서를 제출했기 때문에 이미 승인된 시장에서는 계속 판매될 것이라고 오리온은 덧붙였다.,positive
그러나 이 중개인은 주식에 대해 초과 추천을 했다.,positive
다만 총 수주량은 여전히 지난해 수준을 웃돌 것이다.,positive
우리의 전략에 따라 지난 10월 남아공에 대표사무소를 설립하여 현지 입지를 강화하였습니다.,positive
게다가, Lehdentekijat Oy는 협회를 위한 새로운 회원 잡지인 Viisas Raha (현명한 화폐)를 제작하기 시작할 것이다.,positive
앞으로 회사 외부에서 노하우를 찾고, 해당 분야의 다른 배우들과 협력하겠다는 것이다.,positive
산업투자는 글래스턴의 태양광 프로젝트에 관심이 높다.,positive
또한 성장하는 환경 및 재활용 기술 부문에서 잠재 고객을 보유하고 있습니다.,neutral
그것은 현재 핀란드의 선도적인 사설 도로 구급차 서비스 회사이다.,positive
포스트 뱅크라고 알려진 이 개념은 피델리티 은행이 사람들에게 금융 서비스를 제공하기 위해 가나 포스트 구내에 75개의 사무실을 설립하는 것이다.,positive
코네의 공장은 첸나이 서쪽 교외의 아야남바캄에 위치해 있으며, 비용을 해결할 수 있는 완전한 통합 시설이다.,positive
지난해 SysOpen Digia는 포털 및 트레이딩 플레이스 시스템 구축에 IBM 제품 노하우에 투자하고 IBM이 지원하는 고객 솔루션을 성공적으로 구현했습니다.,positive
(ADP News ) - 2008년 10월 1일 - 핀란드 컨설팅 및 엔지니어링 회사 Poyry Oyj(OMX: POY1V)는 베네수엘라와의 기존 컨설팅 엔지니어링 계약에서 520만 유로(USD 7.4m)를 연장했다고 오늘 발표했습니다.,positive
(ADP News ) - 2008년 10월 31일 - 핀란드 식품회사 Razio Oyj (OMX : RAIVV)는 2년 같은 기간 동안 순이익이 110만 유로에서 2008년 첫 9개월 동안 1640만 유로(20.9m)로 급증했다고 오늘 밝혔다.,positive
(ADP News ) - 2008년 9월 30일 - 핀란드의 보안 및 개인 정보 소프트웨어 솔루션 개발업체인 Stonesoft Oyj는 오늘 이름이 알려지지 않은 러시아 Te에 자사의 네트워크 보안 제품을 납품하는 데 190만 달러(EUR 1.3m)를 지불했다고 밝혔습니다.,positive
한편, 일렉트로와트-에코노 필리핀 주식회사도 FR 시멘트 주식회사로부터 3년간 운영 및 유지보수(O&M) 계약을 따냈다.,positive
한편 노키아는 이번 인수로 구축 운영부터 컨설팅, 통합, 관리형 서비스까지 모든 범위의 서비스를 제공할 수 있게 됐다고 밝혔다.,positive
Metso Paper의 배송은 품질 관리 및 분산 제어 시스템(QCS-DCS)을 포함한 Advantage DCT 200 조직 기계로 구성됩니다.,neutral
2007년 순매출액은 총 3억2900만 유로였으며, 영업이익률은 19%를 웃돌았다.,neutral
그럼에도 불구하고 피치는 3개 은행의 사업 펀더멘털이 현재 건재하다는 점에 주목하고 있다.,positive
노키아는 인도와 아프리카에서 휴대폰 판매의 50% 이상을 점유하고 있으며 대부분의 다른 신흥 시장에서도 강력한 경쟁 관계를 유지하고 있다.,positive
노키아는 인도삿의 턴키 서비스를 제공할 것인데, 여기에는 토목 공사, 네트워크 계획, 구현, WCDMA 3G-HSPA 네트워크 통합 등이 포함된다.,neutral
노르딕 비즈니스 보고서-2006년 6월 26일-메소 코퍼레이션이 호주에서 EUR50M 장비를 수주했다 -_ 1998-2006 M2 Communications LTD 핀란드 엔지니어링 및 기술 그룹 Metso Corporation은 월요일(6월 26일) 호주에서 EUR50M 장비를 수주했다고 밝혔다.,positive
판매 가격 중 약 3.1 mln 유로($ 4.5 mln)의 판매 이익이 인셉의 2007년 수익에서 인정될 것이다.,positive
아우토텍의 2007년 2분기 순이익은 1년 전 4.6mln유로에서 16.8mln유로로 급증했다.,positive
Panostaja Oyj s (Panostaja ) 이사회는 2010년 12월 16일에 경영진 구성원들을 위한 새로운 장기 인센티브 및 헌신 계획을 결정했다.,positive
파이오니어 도서관 시스템은 미국 역사상 가장 큰 연방 독서 프로그램인 빅 리드에 참여하기 위한 보조금을 수여받은 127개의 도서관, 지방 자치체, 예술, 문화 및 고등 교육 과학 단체 중 하나였다.,positive
세전 이익은 310만 유로에서 2190만 유로로 껑충 뛰었다.,positive
수익성(EB)IT % )는 전년도의 13.1%에 비해 13.9%였다.,positive
Raute Corporation은 러시아의 OOO Ilim Bratsk DOK으로부터 1,200만 유로 상당의 주문을 받았습니다.,positive
특히 유럽 외 지역과 주로 북미 및 아시아 지역에서 액상 처리 사업의 회복세가 뚜렷하다.,positive
판매량은 SEK 1,408 mn에 비해 1,553 mn으로 향상되었다.,positive
핀란드 Savon Koulutuskuntayhtyma, Finland에 본사를 둔 회사가 전문 농기계 또는 임업기계 계약을 체결했습니다.,positive
SKF 2010년 4월 6일 - Alandsbanken은 스웨덴 산업 기업 SKF AB(STO : SKF B)에 대해 매수 권고안을 제시하였으며, 목표 주가는 SEK150이다.,positive
소니 에릭슨과 노키아가 각각 5개 모델로 가장 많이 팔린 휴대폰 목록을 장악했다.,positive
올비의 대변인은 오늘 술자리에 참석한 자리에서 우리는 핀란드, 에스토니아, 라트비아, 리투아니아 등 우리가 운영하고 있는 네 나라 모두에서 매우 좋은 성과를 거두었다.'',positive
겨울철 장기화로 스포츠용품 판매도 호조를 보였다.,positive
스톡만 마스터카드는 이번 협력의 범위를 에스토니아와 라트비아로 확대했다.,positive
Stora Enso는 2006년 4분기 실적에서 비반복적 금융 항목으로 3300만 유로의 자본이익을 기록할 예정입니다.,neutral
텔레2 아파르스발든은 모바일 통신사인 텔레2 AB에 대해 매수 권고와 142 크라운 (23.54 달러 - 15.19 유로.,positive
이는 주당 0.21유로의 수익 전망치를 상회하는 수치이다.,positive
Kaupthing Sverige의 획득은 그룹의 성과에 중요한 긍정적인 비반복적인 증가를 가져올 것이다.,positive
이번 인수는 아스포콤프의 재무성과에 즉각적인 긍정적인 영향을 미칠 것이다.,positive
제안서의 수정은 제안된 계획을 단순화하고 주요 종업원이 회사에 남을 동기를 증가시킵니다.,positive
호주 회사인 미라벨라 니켈은 브라질 바이아 주에서 열리는 우토쿰푸 테크놀로지에 황화니켈 분쇄 기술을 위한 계약을 체결했다.,positive
이 중개인은 Palpinger AG와 Konecranes OYJ를 각각 51유로와 42유로의 가격을 목표로 '매수' 권고를 시작했다.,positive
하이키 마르텔라 마르텔라 마르텔라 마르텔라 그룹 전무는 인수자가 덴마크에서의 입지를 강화할 계획이라고 말했다.,positive
양사는 중국 남부 스토라엔소의 유칼립투스 농장에서 수확을 기계화하기 위한 장기적인 협력에 합의했다.,positive
동사는 이 같은 수익성 추이를 올해에도 유지한다는 목표다.,positive
이 회사는 또한 폴란드에서 오보르니키 철골과 샌드위치 패널 공장에서 수익성 프로그램을 시작했다고 밝혔다.,positive
이 회사는 에베레스트 산 기슭에 3G 기지국을 설치, 29,035피트 높이의 에베레스트 정상에서 등산객들이 인터넷 서핑을 할 수 있게 하고 그들의 업적을 담은 동영상까지 보낼 수 있게 했다.,positive
이 회사는 또한 이티벨 파이오니어 투자 등록부에 등재되어 있으며 이노베스트의 세계에서 가장 지속 가능한 100대 기업 목록에 포함되어 있다.,positive
이 회사의 목표는 연간 200만 유로(USD 2.7m)의 절감액을 달성하는 것이며, 이 중 3분의 2는 2010년에 실현될 예정이다.,positive
그 회사는 현재의 가격 안정을 관찰했으며 2011년 1/4분기에는 납품 가격이 인상될 가능성이 있다고 말했다.,positive
그 회사는 또한 예비 배치 공장 역할을 하는 것에 대한 보상을 받을 것이다.,positive
그 그룹은 또한 다른 어업 범주에서 강력한 국제적 지위를 가지고 있다.,positive
그룹의 영업 현금흐름은 긍정적일 것이다.,positive
제분소는 오랜 전통을 가지고 있으며 시장에서 확고한 위치를 차지하고 있다.,positive
핀란드 내 매출과 비용 효율성, 시장점유율을 끌어올리기 위해서다.,positive
알마미디어와 아레나파트너스의 신문사들이 각 지역에서 알마의 마켓플레이스 서비스 이용에 대한 협력협정을 체결한다.,neutral
컴포넌트a 그룹의 자회사인 컴포넌트a +_m+_l은 2010년 1분기에 2009년 1분기에 비해 63% 성장했다.,positive
당사자들은 또한 나중에 UH가 인적 자원 관리의 기능성에 대해 광범위하게 구현할 수 있는 옵션에 합의했다.,positive
이번 시범 프로젝트는 LIFD 기술이 우리의 목적에 이상적이라는 것을 증명했습니다라고 Yara의 재료 처리 감독자인 Olli Saarinen은 말합니다.,positive
약 8억 1400만 달러의 비용이 들 것으로 추산되는 이 시설은 세계에서 가장 큰 바이오디젤 공장이 될 것이며, 지속 가능한 팜오일에 관한 라운드테이블(RSPO)의 인증을 받은 팜유를 사용할 것이다.,positive
이것이 외국인 투자와 결합되어 솔텍에게는 흥미로운 기회를 만들어낸다.,positive
Done Logistics는 이번 주문이 노르웨이에서 가장 큰 주문이라고 말했다.,positive
이를 통해 스웨덴 내 판매 실적이 개선됐다.,positive
금융 서비스를 위한 도구로 BasWare를 선택한 것은 자연스러운 협력의 연속이었습니다.라고 Neste Oil Corporation의 금융 애플리케이션 매니저인 Tommi Leskinen은 말합니다.,neutral
이번 협약에 따라 지오센트릭은 베이징과 상하이 등 유명 도시를 포함한 중국 방문객들에게 GyPSII로 구동되는 호텔 정보와 예약 서비스를 제공할 예정이다.,positive
바이살라는 또한 2009년의 2억5220만 유로에 비해 2010년에는 2억5320만 유로가 순매출될 것으로 예상한다고 밝혔다.,positive
fgVo 확인 중Symbian Signed를 통한 IP 클라이언트는 이 목표를 달성하는 데 있어 중요한 진전을 나타냅니다.,positive
바르칠라는 2007년 10월 계약을 따냈으며 이 공장은 러시아 모스크바에서 북동쪽으로 600km 떨어진 코스트로마 지역에 있는 만투로보에 설치될 예정이다.,positive
Gartner는 Gartner로부터 세계 최대의 소프트웨어 공급업체들과 함께 비즈니스 프로세스 모델링 및 분석 분야의 전문가로 인정받은 것을 영광으로 생각합니다.,positive
우리는 이제 앞으로 새로운 임상 후보들을 추구할 수 있는 위치에 있습니다.'',positive
UPM-Kymmene은 골드만삭스의 실적 부진에서 '인라인'으로 업그레이드했다.,positive
`` 소비자들은 우리가 포장한 신선한 고기를 매우 잘 받아왔습니다.,positive
`` 2005년에는 스포츠 용품에 대한 수요가 좋았다.,positive
`` 지난해 핀에어는 두 대륙을 오가는 110만 명 이상의 승객을 실어 나르며 아시아 부문에서 32.6%의 성장을 기록했다.'',positive
`` 뭄바이와 헬싱키를 연결하는 추가 비행은 아시아와 유럽 간의 강력한 교통 수요에 의해 좌우되었다.,positive
`` 우리와 경쟁사들의 가격 인하는 부동산 시장이 안정되고 균형으로 돌아섰으며 아파트가 거래처 눈높이에 맞는 가격을 획득하고 있다는 것을 보여준다.,positive
`` 새로운 구조는 더 나은 의사소통, 더 빠른 의사 결정, 비용 절감을 제공합니다라고 Proha는 말했다.,positive
`` 이번 계약은 우리의 광물 및 금속 기술을 오일 셰일 가공 등 인접 산업에 적용할 수 있는 우리의 능력을 입증한다.,positive
`` Basware Invoice Automation 솔루션을 미국의 주요 소매 회사에 전달하게 되어 기쁩니다.,positive
`` Solel의 기술 요구사항에 맞춰 솔루션을 맞춤 제작했으며, 그 결과 비용 효율적인 제조와 최고 품질의 반사판이 탄생했습니다.'',positive
`` 우리는 전체적으로 그 지역에 대해 상당히 긍정적으로 느끼고 있다.,positive
2010년 12월 21일 - 핀란드 산업 기계 회사 WRT1V는 노르웨이 석유 서비스 제공업체 에이데스빅 해양 ASA OSL(EIOF)로부터 액화 천연 가스 LNG 동력 플랫폼 공급선 PSV를 설계하는 것을 수주했다고 어제 밝혔다.,positive
핀란의 상장 식품 산업 회사인 HKScan 그룹은 발틱스의 기업들을 통제하고 있으며, 2010년에는 수익이 전년도의 156.9 mn에서 160.4 mn으로 3.5 mn 향상되었다.,positive
핀란드 항공사인 핀에어가 영국 런던 히드로에서 일본 오사카로 가는 항공편과 영국 맨체스터에서 핀란드 헬싱키로 가는 항공편의 공식 항공사로 계약을 체결했다.,positive
핀란드 카고텍은 미국 BAE 시스템으로부터 총 292대의 히압 로더 크레인을 수주했다.,positive
핀란드 카고텍의 칼마르가 미 국방부로부터 상당한 주문을 받았다.,positive
핀란드 아우토텍은 불가리아의 OZK 카드잘리 아연 제련소를 위한 가스 세척과 황산 공장을 갖춘 아연 로스터 신제품을 공급하는 계약을 체결했다.,positive
핀란드의 P+yyry는 루마니아의 국영 철도 회사인 CFR로부터 엔지니어링 계약을 따냈다.,positive
네오마르카의 보고서에 따르면, 쿠이투 핀란드의 고객들은 쿠이투 핀란드가 생산을 재개할 때 이 회사의 제품을 구매하는데 관심이 있다고 한다.,positive
이에 따라 유통업체들은 현재 상품 외에 시마노 릴, 로드 등 시마노 낚시터치 상품도 독점 유통에 나서게 됐다.,positive
Cargotec GmbH는 Stadtverwaltung Mainz로부터 오픈 절차에 따른 섀시 바디에 대한 계약을 체결했다.,positive
CEO 에르키 J+에르비넨은 2010년 회사의 실적에 만족하고 있다.,positive
배달이 시작되었고 네트워크는 곧 출시될 준비가 될 것입니다.,positive
주당순이익도 전년 동기 대비 0.33유로 대 0.27유로로 시장 예상치인 0.28유로를 웃돌았다.,positive
2009년 EBITDA는 2008년 472만 유로에서 484만 유로로 개선되었다.,positive
에스토니아 통신회사 엘리사의 고객 수는 10월 22일 BNS 40만 탈린에 달하며 에스토니아 통신회사 엘리사는 올해 9개월 동안 약 5만 명의 신규 고객을 확보해 9월 말까지 40만1,800명을 기록했다고 회사 측은 밝혔다.,positive
그러나 엑셀 컴포지트의 장기적인 성장 전망은 여전히 유리하다.,positive
fi는 마이크로소프트와 키워드 광고 협력을 발전시키고 있다.,positive
핀란드 건설 그룹 레민카이넨 오이 HEL : LEM1S는 오늘 러시아 상트페테르부르크에 11월에 개장할 넵스키 센터 쇼핑몰의 기술 서비스를 제공하는 계약을 따냈다고 밝혔다.,positive
핀란드 이동통신사 DNA는 망가테의 하청업체 역할을 하며 통신 연결을 담당하게 된다.,positive
핀란드의 소프트웨어 개발업체인 바스웨어 오이는 2006년 11월 30일 자사의 미국 자회사인 바스웨어(Basware, Inc.)가 이름을 밝히지 않은 미국 의료 기술 회사에 계약 수명주기 관리를 위한 소프트웨어를 공급하는 계약을 수주했다고 밝혔다.,positive
